test_taker_id,speech_prompt,essay_prompt,L1
04585,P3,P4,GER
04586,P1,P2,TUR
04587,P2,P3,SPA
04588,P1,P2,TUR
04589,P4,P1,TEL
04590,P3,P4,ITA
04591,P6,P5,SPA
04592,P8,P7,SPA
04593,P7,P6,JPN
04594,P3,P4,ARA
04595,P7,P6,CHI
04596,P9,P0,SPA
04598,P7,P6,TUR
04599,P6,P5,TUR
04600,P6,P5,SPA
04602,P3,P4,TEL
04603,P9,P0,KOR
04604,P8,P7,CHI
04606,P8,P7,JPN
04608,P2,P3,CHI
04609,P6,P5,SPA
04610,P7,P6,TUR
04611,P6,P5,HIN
04612,P1,P2,HIN
04613,P4,P1,JPN
04614,P3,P4,GER
04615,P6,P5,GER
04617,P9,P0,ITA
04618,P8,P7,ARA
04619,P3,P4,TEL
04620,P3,P4,CHI
04621,P3,P4,ITA
04623,P3,P4,CHI
04625,P7,P6,KOR
04628,P3,P4,CHI
04629,P1,P2,CHI
04630,P2,P3,ITA
04631,P8,P7,HIN
04632,P6,P5,ARA
04633,P1,P2,KOR
04634,P9,P0,GER
04635,P9,P0,GER
04636,P1,P2,ARA
04637,P6,P5,FRE
04638,P6,P5,CHI
04639,P8,P7,CHI
04640,P8,P7,HIN
04641,P1,P2,CHI
04642,P4,P1,SPA
04643,P3,P4,SPA
04644,P6,P5,ITA
04645,P2,P3,TEL
04646,P1,P2,FRE
04647,P2,P3,GER
04648,P2,P3,FRE
04650,P6,P5,FRE
04651,P3,P4,KOR
04653,P8,P7,JPN
04654,P1,P2,KOR
04655,P3,P4,GER
04656,P3,P4,KOR
04657,P2,P3,ITA
04659,P7,P6,TEL
04660,P2,P3,TEL
04661,P2,P3,ITA
04662,P6,P5,TEL
04663,P7,P6,HIN
04665,P7,P6,ITA
04666,P3,P4,FRE
04667,P4,P1,CHI
04668,P6,P5,HIN
04669,P6,P5,SPA
04670,P2,P3,HIN
04671,P8,P7,TEL
04673,P1,P2,ITA
04674,P6,P5,ITA
04675,P9,P0,FRE
04676,P8,P7,TUR
04678,P7,P6,ITA
04679,P1,P2,SPA
04680,P7,P6,ARA
04681,P3,P4,ITA
04683,P9,P0,CHI
04684,P8,P7,HIN
04686,P3,P4,TUR
04688,P4,P1,ARA
04689,P4,P1,JPN
04690,P3,P4,TUR
04692,P1,P2,JPN
04693,P1,P2,TEL
04694,P9,P0,CHI
04695,P2,P3,CHI
04696,P9,P0,GER
04697,P6,P5,JPN
04702,P7,P6,TEL
04703,P6,P5,TEL
04704,P2,P3,KOR
04705,P1,P2,ARA
04706,P3,P4,JPN
04707,P3,P4,ITA
04708,P1,P2,TUR
04710,P2,P3,KOR
04711,P1,P2,FRE
04712,P9,P0,CHI
04714,P2,P3,KOR
04715,P6,P5,FRE
04716,P2,P3,SPA
04717,P1,P2,JPN
04718,P6,P5,TUR
04720,P4,P1,CHI
04721,P3,P4,JPN
04722,P7,P6,KOR
04723,P2,P3,KOR
04724,P2,P3,JPN
04725,P6,P5,ITA
04726,P3,P4,JPN
04727,P3,P4,CHI
04728,P9,P0,ARA
04730,P6,P5,SPA
04731,P8,P7,TEL
04732,P4,P1,CHI
04733,P2,P3,JPN
04736,P6,P5,FRE
04738,P2,P3,HIN
04739,P9,P0,FRE
04740,P9,P0,KOR
04742,P2,P3,FRE
04744,P6,P5,TUR
04745,P9,P0,HIN
04746,P7,P6,CHI
04747,P4,P1,KOR
04748,P6,P5,TEL
04749,P7,P6,GER
04750,P3,P4,TEL
04751,P6,P5,HIN
04752,P8,P7,SPA
04753,P9,P0,SPA
04754,P3,P4,KOR
04756,P2,P3,JPN
04757,P2,P3,ARA
04758,P7,P6,ITA
04759,P3,P4,GER
04760,P3,P4,ITA
04761,P6,P5,HIN
04762,P9,P0,CHI
04763,P7,P6,JPN
04764,P4,P1,JPN
04765,P8,P7,GER
04766,P3,P4,HIN
04767,P3,P4,TEL
04768,P3,P4,GER
04769,P6,P5,FRE
04771,P3,P4,CHI
04772,P2,P3,ARA
04773,P9,P0,JPN
04775,P2,P3,CHI
04776,P3,P4,TEL
04780,P6,P5,HIN
04781,P1,P2,SPA
04782,P9,P0,CHI
04785,P8,P7,ITA
04786,P8,P7,TUR
04788,P7,P6,JPN
04789,P3,P4,ITA
04790,P6,P5,TEL
04791,P6,P5,TEL
04792,P8,P7,HIN
04793,P9,P0,TUR
04794,P4,P1,SPA
04796,P7,P6,TEL
04797,P7,P6,TEL
04798,P7,P6,GER
04799,P6,P5,SPA
04800,P7,P6,ARA
04801,P2,P3,TUR
04802,P3,P4,ITA
04803,P1,P2,FRE
04804,P2,P3,ITA
04805,P8,P7,FRE
04808,P4,P1,GER
04809,P1,P2,ITA
04810,P7,P6,CHI
04811,P9,P0,ITA
04812,P8,P7,TEL
04813,P4,P1,SPA
04814,P7,P6,JPN
04815,P7,P6,TUR
04816,P7,P6,TUR
04817,P8,P7,JPN
04818,P8,P7,HIN
04819,P6,P5,FRE
04820,P3,P4,TUR
04821,P6,P5,FRE
04824,P7,P6,GER
04825,P9,P0,GER
04826,P8,P7,JPN
04827,P2,P3,KOR
04828,P4,P1,KOR
04829,P8,P7,HIN
04831,P9,P0,FRE
04832,P2,P3,HIN
04833,P8,P7,TEL
04834,P7,P6,CHI
04835,P6,P5,JPN
04836,P3,P4,ARA
04838,P8,P7,ARA
04840,P6,P5,FRE
04841,P1,P2,CHI
04842,P4,P1,SPA
04843,P2,P3,ITA
04844,P3,P4,CHI
04845,P9,P0,ARA
04846,P3,P4,GER
04847,P2,P3,TUR
04848,P7,P6,TUR
04849,P3,P4,KOR
04850,P7,P6,TUR
04852,P9,P0,SPA
04853,P9,P0,SPA
04854,P8,P7,TEL
04855,P8,P7,TUR
04856,P6,P5,FRE
04857,P3,P4,ITA
04860,P4,P1,ITA
04861,P8,P7,KOR
04863,P4,P1,KOR
04865,P1,P2,SPA
04866,P2,P3,GER
04867,P7,P6,ITA
04870,P4,P1,SPA
04871,P2,P3,HIN
04872,P1,P2,FRE
04873,P6,P5,TUR
04874,P7,P6,HIN
04876,P2,P3,HIN
04878,P2,P3,FRE
04879,P3,P4,TUR
04881,P6,P5,SPA
04882,P6,P5,CHI
04883,P3,P4,TUR
04884,P2,P3,JPN
04886,P1,P2,HIN
04887,P8,P7,GER
04888,P9,P0,ITA
04889,P9,P0,KOR
04890,P1,P2,TEL
04891,P2,P3,TEL
04892,P3,P4,JPN
04893,P6,P5,ARA
04894,P6,P5,HIN
04895,P7,P6,CHI
04896,P8,P7,TEL
04897,P2,P3,ITA
04898,P2,P3,ITA
04899,P3,P4,JPN
04900,P4,P1,HIN
04901,P6,P5,ITA
04902,P3,P4,TUR
04904,P1,P2,SPA
04905,P8,P7,GER
04906,P4,P1,CHI
04907,P9,P0,JPN
04908,P8,P7,GER
04909,P8,P7,SPA
04910,P2,P3,SPA
04911,P1,P2,FRE
04912,P9,P0,ARA
04913,P3,P4,GER
04914,P3,P4,ITA
04915,P2,P3,SPA
04916,P4,P1,JPN
04917,P3,P4,SPA
04918,P8,P7,ITA
04919,P1,P2,HIN
04920,P3,P4,SPA
04921,P2,P3,HIN
04922,P1,P2,ARA
04923,P9,P0,ARA
04924,P3,P4,TUR
04925,P3,P4,ARA
04926,P4,P1,KOR
04927,P1,P2,ITA
04928,P7,P6,ITA
04930,P1,P2,JPN
04931,P9,P0,KOR
04933,P3,P4,FRE
04934,P6,P5,TEL
04935,P8,P7,KOR
04936,P1,P2,JPN
04937,P6,P5,SPA
04939,P1,P2,GER
04940,P7,P6,TUR
04941,P3,P4,TUR
04942,P6,P5,CHI
04943,P7,P6,KOR
04944,P2,P3,GER
04945,P2,P3,SPA
04946,P6,P5,ITA
04947,P9,P0,TEL
04948,P1,P2,HIN
04949,P2,P3,SPA
04950,P3,P4,ARA
04951,P4,P1,ARA
04952,P4,P1,KOR
04954,P2,P3,ITA
04955,P4,P1,FRE
04956,P8,P7,FRE
04957,P9,P0,CHI
04959,P3,P4,CHI
04960,P9,P0,CHI
04961,P6,P5,CHI
04962,P7,P6,HIN
04963,P8,P7,FRE
04964,P3,P4,ARA
04967,P3,P4,ITA
04968,P8,P7,GER
04969,P3,P4,TEL
04970,P4,P1,SPA
04971,P1,P2,CHI
04973,P7,P6,FRE
04974,P7,P6,KOR
04975,P9,P0,JPN
04976,P1,P2,KOR
04977,P9,P0,JPN
04978,P3,P4,HIN
04979,P9,P0,CHI
04980,P2,P3,ITA
04981,P8,P7,TEL
04982,P1,P2,GER
04983,P3,P4,SPA
04984,P9,P0,SPA
04985,P6,P5,ITA
04987,P9,P0,ITA
04988,P4,P1,CHI
04989,P7,P6,ARA
04990,P6,P5,KOR
04991,P3,P4,FRE
04994,P1,P2,HIN
04995,P9,P0,CHI
04996,P4,P1,KOR
04997,P3,P4,TUR
04998,P8,P7,CHI
04999,P3,P4,TEL
05000,P1,P2,ITA
05001,P1,P2,JPN
05003,P9,P0,FRE
05004,P2,P3,JPN
05005,P2,P3,HIN
05006,P9,P0,ARA
05007,P1,P2,KOR
05008,P3,P4,CHI
05009,P4,P1,SPA
05010,P2,P3,KOR
05012,P8,P7,TEL
05013,P4,P1,CHI
05014,P1,P2,HIN
05016,P1,P2,HIN
05017,P1,P2,HIN
05019,P3,P4,CHI
05020,P6,P5,ITA
05021,P1,P2,KOR
05022,P1,P2,TUR
05023,P1,P2,KOR
05024,P3,P4,CHI
05027,P3,P4,GER
05028,P3,P4,GER
05030,P7,P6,JPN
05031,P1,P2,KOR
05032,P1,P2,TEL
05033,P2,P3,ARA
05034,P9,P0,CHI
05035,P1,P2,TUR
05036,P8,P7,TUR
05037,P6,P5,CHI
05038,P7,P6,ITA
05039,P8,P7,ARA
05040,P4,P1,CHI
05041,P9,P0,CHI
05043,P7,P6,ARA
05044,P3,P4,JPN
05046,P6,P5,GER
05047,P6,P5,GER
05048,P3,P4,SPA
05049,P1,P2,ITA
05051,P9,P0,ARA
05052,P3,P4,GER
05053,P8,P7,ARA
05055,P8,P7,TUR
05056,P4,P1,KOR
05057,P3,P4,GER
05059,P1,P2,ARA
05060,P6,P5,CHI
05061,P9,P0,CHI
05063,P7,P6,ITA
05064,P8,P7,GER
05065,P7,P6,CHI
05066,P6,P5,CHI
05067,P3,P4,TEL
05068,P2,P3,CHI
05070,P9,P0,FRE
05071,P7,P6,CHI
05073,P9,P0,SPA
05075,P4,P1,JPN
05078,P3,P4,GER
05079,P7,P6,SPA
05080,P7,P6,GER
05082,P8,P7,TUR
05083,P6,P5,TEL
05084,P3,P4,CHI
05085,P9,P0,HIN
05086,P7,P6,TUR
05087,P6,P5,KOR
05088,P8,P7,GER
05089,P6,P5,GER
05090,P6,P5,HIN
05091,P3,P4,KOR
05092,P8,P7,CHI
05093,P6,P5,HIN
05094,P1,P2,ITA
05095,P7,P6,FRE
05096,P6,P5,HIN
05097,P4,P1,JPN
05098,P1,P2,SPA
05099,P1,P2,ITA
05100,P3,P4,FRE
05101,P2,P3,ARA
05102,P2,P3,KOR
05103,P7,P6,HIN
05104,P1,P2,FRE
05105,P2,P3,GER
05106,P8,P7,GER
05107,P8,P7,HIN
05108,P2,P3,KOR
05109,P1,P2,JPN
05110,P9,P0,ITA
05111,P6,P5,GER
05112,P7,P6,ARA
05113,P6,P5,JPN
05114,P4,P1,KOR
05115,P1,P2,HIN
05116,P6,P5,SPA
05120,P6,P5,GER
05121,P7,P6,GER
05122,P3,P4,GER
05124,P9,P0,CHI
05125,P2,P3,SPA
05126,P1,P2,GER
05127,P6,P5,GER
05128,P8,P7,SPA
05129,P2,P3,GER
05130,P2,P3,FRE
05131,P9,P0,TUR
05133,P8,P7,GER
05134,P4,P1,GER
05135,P2,P3,TUR
05136,P7,P6,ITA
05137,P2,P3,ARA
05139,P3,P4,GER
05140,P2,P3,ITA
05141,P4,P1,HIN
05142,P7,P6,KOR
05143,P9,P0,ITA
05144,P6,P5,JPN
05146,P9,P0,ARA
05148,P8,P7,TEL
05149,P6,P5,ARA
05150,P4,P1,SPA
05151,P9,P0,ARA
05152,P8,P7,TUR
05153,P8,P7,SPA
05154,P8,P7,TEL
05155,P2,P3,TEL
05156,P4,P1,CHI
05157,P2,P3,GER
05158,P4,P1,JPN
05160,P1,P2,CHI
05161,P8,P7,ARA
05163,P8,P7,KOR
05164,P6,P5,ITA
05165,P4,P1,KOR
05167,P7,P6,CHI
05168,P8,P7,TEL
05169,P7,P6,GER
05170,P3,P4,JPN
05172,P6,P5,JPN
05173,P1,P2,HIN
05174,P6,P5,SPA
05175,P6,P5,TUR
05177,P1,P2,ARA
05178,P9,P0,KOR
05179,P8,P7,JPN
05180,P6,P5,CHI
05182,P1,P2,SPA
05183,P6,P5,FRE
05184,P7,P6,JPN
05185,P7,P6,GER
05186,P8,P7,FRE
05187,P7,P6,CHI
05188,P6,P5,JPN
05189,P7,P6,HIN
05191,P6,P5,ITA
05193,P1,P2,GER
05195,P6,P5,JPN
05196,P8,P7,JPN
05197,P6,P5,HIN
05198,P1,P2,TUR
05199,P6,P5,ARA
05200,P1,P2,ARA
05202,P1,P2,CHI
05203,P1,P2,TUR
05204,P3,P4,TUR
05205,P1,P2,FRE
05207,P3,P4,TUR
05208,P4,P1,KOR
05209,P1,P2,ITA
05210,P6,P5,HIN
05211,P3,P4,KOR
05212,P7,P6,GER
05213,P9,P0,SPA
05214,P6,P5,TEL
05215,P2,P3,ITA
05216,P8,P7,HIN
05217,P2,P3,ARA
05219,P6,P5,TUR
05220,P2,P3,FRE
05221,P1,P2,HIN
05223,P7,P6,HIN
05225,P4,P1,KOR
05226,P4,P1,KOR
05227,P7,P6,TEL
05229,P1,P2,SPA
05230,P2,P3,TEL
05231,P9,P0,SPA
05232,P1,P2,HIN
05233,P7,P6,ARA
05235,P2,P3,KOR
05236,P3,P4,SPA
05237,P3,P4,FRE
05238,P1,P2,JPN
05239,P1,P2,SPA
05240,P7,P6,TUR
05241,P2,P3,ITA
05243,P9,P0,ITA
05244,P7,P6,JPN
05245,P6,P5,FRE
05246,P1,P2,ARA
05250,P7,P6,GER
05251,P4,P1,ARA
05253,P8,P7,HIN
05254,P3,P4,ITA
05255,P9,P0,GER
05257,P6,P5,HIN
05258,P6,P5,ITA
05259,P3,P4,KOR
05260,P3,P4,CHI
05261,P8,P7,FRE
05262,P4,P1,HIN
05263,P7,P6,JPN
05264,P2,P3,SPA
05265,P8,P7,JPN
05266,P7,P6,KOR
05267,P6,P5,GER
05268,P9,P0,KOR
05269,P7,P6,JPN
05270,P9,P0,TUR
05271,P7,P6,HIN
05272,P3,P4,GER
05273,P3,P4,SPA
05274,P9,P0,TEL
05277,P6,P5,GER
05278,P7,P6,JPN
05279,P9,P0,JPN
05280,P6,P5,CHI
05281,P6,P5,HIN
05282,P4,P1,KOR
05283,P2,P3,TEL
05284,P2,P3,TEL
05285,P2,P3,ARA
05286,P9,P0,TEL
05287,P1,P2,GER
05288,P2,P3,HIN
05289,P3,P4,SPA
05290,P6,P5,CHI
05293,P8,P7,HIN
05294,P7,P6,CHI
05295,P3,P4,ARA
05296,P7,P6,JPN
05297,P3,P4,KOR
05298,P2,P3,CHI
05299,P9,P0,GER
05300,P9,P0,CHI
05302,P6,P5,ARA
05303,P7,P6,ITA
05304,P3,P4,CHI
05305,P7,P6,ITA
05306,P7,P6,JPN
05307,P6,P5,CHI
05308,P7,P6,HIN
05309,P8,P7,JPN
05310,P9,P0,JPN
05311,P9,P0,KOR
05312,P1,P2,FRE
05313,P7,P6,HIN
05314,P6,P5,JPN
05315,P2,P3,TEL
05316,P3,P4,CHI
05318,P2,P3,GER
05320,P4,P1,SPA
05321,P6,P5,KOR
05324,P1,P2,GER
05325,P7,P6,ITA
05326,P9,P0,FRE
05327,P4,P1,TUR
05328,P9,P0,ITA
05330,P1,P2,CHI
05331,P7,P6,ITA
05332,P6,P5,ITA
05333,P7,P6,ITA
05336,P8,P7,ARA
05337,P9,P0,ARA
05338,P8,P7,CHI
05339,P8,P7,GER
05342,P7,P6,FRE
05343,P2,P3,HIN
05344,P9,P0,JPN
05345,P6,P5,HIN
05347,P6,P5,TEL
05348,P2,P3,TUR
05349,P8,P7,HIN
05350,P9,P0,HIN
05351,P9,P0,GER
05352,P3,P4,TUR
05356,P2,P3,CHI
05357,P4,P1,ARA
05358,P7,P6,TEL
05360,P4,P1,FRE
05361,P1,P2,SPA
05362,P1,P2,FRE
05363,P9,P0,ITA
05364,P1,P2,JPN
05365,P4,P1,JPN
05366,P8,P7,HIN
05367,P8,P7,KOR
05368,P1,P2,KOR
05369,P1,P2,CHI
05370,P7,P6,KOR
05371,P3,P4,ITA
05372,P9,P0,TUR
05374,P6,P5,JPN
05375,P2,P3,TUR
05376,P8,P7,KOR
05377,P9,P0,TUR
05378,P1,P2,FRE
05380,P1,P2,CHI
05381,P9,P0,GER
05382,P2,P3,TUR
05383,P3,P4,CHI
05384,P4,P1,TEL
05385,P6,P5,JPN
05386,P2,P3,HIN
05387,P3,P4,ARA
05388,P2,P3,TUR
05389,P4,P1,CHI
05390,P2,P3,ARA
05392,P6,P5,TEL
05393,P2,P3,SPA
05394,P2,P3,SPA
05395,P2,P3,ITA
05396,P1,P2,FRE
05397,P8,P7,GER
05398,P1,P2,TEL
05400,P9,P0,HIN
05401,P7,P6,ITA
05402,P7,P6,TEL
05403,P2,P3,KOR
05404,P4,P1,ARA
05405,P3,P4,ARA
05406,P4,P1,KOR
05407,P4,P1,FRE
05409,P2,P3,HIN
05410,P3,P4,FRE
05411,P6,P5,JPN
05412,P7,P6,CHI
05413,P6,P5,TUR
05414,P2,P3,ITA
05415,P9,P0,JPN
05416,P6,P5,ITA
05417,P7,P6,SPA
05418,P1,P2,GER
05419,P8,P7,KOR
05420,P3,P4,ITA
05421,P9,P0,GER
05422,P2,P3,JPN
05423,P4,P1,FRE
05425,P2,P3,ITA
05426,P3,P4,FRE
05427,P9,P0,TUR
05428,P1,P2,FRE
05429,P1,P2,FRE
05431,P8,P7,TEL
05432,P1,P2,KOR
05433,P2,P3,ITA
05434,P6,P5,CHI
05435,P2,P3,HIN
05437,P9,P0,ARA
05438,P6,P5,ARA
05439,P3,P4,KOR
05440,P1,P2,TUR
05442,P3,P4,KOR
05443,P3,P4,ARA
05445,P4,P1,KOR
05446,P3,P4,ITA
05447,P8,P7,HIN
05448,P8,P7,TEL
05449,P6,P5,CHI
05450,P9,P0,KOR
05451,P7,P6,FRE
05452,P2,P3,ITA
05453,P8,P7,HIN
05454,P3,P4,CHI
05455,P9,P0,CHI
05456,P8,P7,TEL
05457,P7,P6,TEL
05458,P6,P5,FRE
05459,P6,P5,GER
05460,P1,P2,FRE
05461,P2,P3,TEL
05463,P2,P3,SPA
05464,P4,P1,SPA
05466,P4,P1,ITA
05467,P6,P5,TEL
05468,P3,P4,TEL
05469,P7,P6,JPN
05470,P8,P7,TUR
05472,P1,P2,KOR
05473,P9,P0,TEL
05474,P1,P2,CHI
05475,P8,P7,HIN
05476,P2,P3,KOR
05477,P4,P1,GER
05478,P1,P2,SPA
05480,P7,P6,CHI
05482,P2,P3,ITA
05483,P8,P7,HIN
05484,P1,P2,SPA
05485,P3,P4,HIN
05486,P6,P5,ARA
05487,P3,P4,TEL
05489,P9,P0,HIN
05490,P8,P7,ARA
05492,P1,P2,SPA
05494,P8,P7,FRE
05495,P4,P1,KOR
05497,P6,P5,KOR
05498,P3,P4,ITA
05499,P9,P0,FRE
05500,P4,P1,CHI
05501,P4,P1,JPN
05502,P6,P5,ITA
05503,P3,P4,JPN
05504,P3,P4,GER
05505,P7,P6,HIN
05506,P6,P5,JPN
05508,P9,P0,ITA
05510,P1,P2,KOR
05511,P9,P0,FRE
05512,P6,P5,SPA
05514,P8,P7,HIN
05515,P4,P1,JPN
05516,P6,P5,SPA
05517,P7,P6,TEL
05518,P6,P5,SPA
05519,P8,P7,SPA
05521,P4,P1,ARA
05522,P2,P3,ITA
05523,P7,P6,CHI
05524,P8,P7,KOR
05525,P1,P2,FRE
05526,P8,P7,FRE
05527,P1,P2,TEL
05528,P2,P3,TEL
05530,P4,P1,JPN
05532,P9,P0,JPN
05533,P7,P6,TEL
05534,P8,P7,JPN
05535,P7,P6,ARA
05536,P1,P2,HIN
05537,P1,P2,FRE
05540,P9,P0,KOR
05541,P8,P7,TEL
05542,P1,P2,CHI
05543,P8,P7,ITA
05545,P6,P5,ITA
05546,P6,P5,ARA
05547,P3,P4,FRE
05548,P2,P3,ITA
05549,P8,P7,HIN
05551,P8,P7,KOR
05553,P3,P4,HIN
05554,P3,P4,SPA
05556,P6,P5,CHI
05557,P4,P1,ARA
05558,P4,P1,JPN
05559,P1,P2,GER
05560,P7,P6,HIN
05561,P2,P3,FRE
05562,P6,P5,HIN
05563,P3,P4,ITA
05564,P4,P1,ARA
05565,P9,P0,FRE
05566,P7,P6,ARA
05567,P3,P4,TUR
05568,P3,P4,FRE
05569,P8,P7,FRE
05572,P3,P4,TUR
05573,P3,P4,HIN
05574,P1,P2,TEL
05575,P7,P6,GER
05576,P2,P3,KOR
05577,P6,P5,JPN
05580,P2,P3,KOR
05581,P3,P4,CHI
05583,P6,P5,GER
05584,P2,P3,HIN
05585,P9,P0,SPA
05586,P7,P6,TEL
05587,P9,P0,JPN
05588,P3,P4,FRE
05589,P2,P3,CHI
05590,P6,P5,HIN
05591,P4,P1,CHI
05592,P6,P5,HIN
05593,P2,P3,ARA
05594,P6,P5,HIN
05595,P9,P0,ARA
05596,P3,P4,FRE
05597,P2,P3,TEL
05598,P2,P3,ITA
05599,P9,P0,KOR
05600,P7,P6,JPN
05601,P3,P4,HIN
05603,P2,P3,GER
05604,P9,P0,FRE
05605,P6,P5,ITA
05607,P6,P5,TEL
05608,P6,P5,HIN
05609,P9,P0,FRE
05610,P2,P3,FRE
05611,P7,P6,JPN
05612,P6,P5,HIN
05613,P3,P4,ITA
05614,P1,P2,TEL
05615,P1,P2,FRE
05616,P8,P7,FRE
05619,P2,P3,ARA
05620,P7,P6,ARA
05621,P8,P7,FRE
05622,P3,P4,HIN
05623,P1,P2,FRE
05624,P8,P7,FRE
05626,P8,P7,JPN
05627,P8,P7,CHI
05629,P7,P6,TEL
05630,P8,P7,FRE
05631,P4,P1,CHI
05632,P9,P0,ITA
05633,P2,P3,FRE
05634,P9,P0,KOR
05635,P7,P6,GER
05636,P8,P7,KOR
05638,P6,P5,JPN
05639,P8,P7,ARA
05640,P4,P1,FRE
05641,P4,P1,TEL
05642,P7,P6,KOR
05643,P6,P5,ITA
05644,P1,P2,HIN
05645,P6,P5,FRE
05647,P2,P3,SPA
05648,P6,P5,HIN
05649,P7,P6,ITA
05650,P8,P7,SPA
05651,P1,P2,GER
05652,P9,P0,CHI
05653,P4,P1,JPN
05654,P8,P7,CHI
05655,P1,P2,GER
05656,P6,P5,FRE
05657,P8,P7,KOR
05658,P8,P7,ARA
05659,P9,P0,ARA
05660,P3,P4,TEL
05661,P7,P6,ITA
05662,P9,P0,FRE
05663,P6,P5,KOR
05664,P1,P2,KOR
05665,P8,P7,CHI
05666,P8,P7,ARA
05667,P4,P1,SPA
05668,P4,P1,KOR
05669,P9,P0,JPN
05670,P4,P1,CHI
05671,P2,P3,KOR
05672,P2,P3,TUR
05673,P1,P2,KOR
05674,P1,P2,ITA
05675,P1,P2,TEL
05676,P6,P5,SPA
05677,P6,P5,GER
05678,P9,P0,ITA
05679,P2,P3,JPN
05680,P3,P4,ITA
05682,P9,P0,KOR
05683,P7,P6,ARA
05684,P3,P4,FRE
05687,P1,P2,TEL
05688,P2,P3,KOR
05689,P7,P6,KOR
05690,P3,P4,TEL
05691,P2,P3,CHI
05693,P1,P2,FRE
05694,P1,P2,GER
05695,P2,P3,TEL
05696,P6,P5,TEL
05698,P9,P0,TUR
05699,P1,P2,ITA
05700,P4,P1,SPA
05701,P7,P6,HIN
05702,P1,P2,ARA
05703,P4,P1,KOR
05704,P8,P7,FRE
05705,P2,P3,TEL
05706,P9,P0,JPN
05707,P1,P2,CHI
05710,P2,P3,GER
05711,P9,P0,KOR
05712,P1,P2,KOR
05713,P7,P6,ARA
05714,P9,P0,JPN
05715,P8,P7,CHI
05716,P8,P7,GER
05717,P2,P3,JPN
05718,P9,P0,CHI
05719,P9,P0,KOR
05720,P4,P1,TUR
05721,P3,P4,HIN
05722,P3,P4,KOR
05723,P7,P6,ITA
05724,P7,P6,FRE
05725,P1,P2,FRE
05727,P1,P2,HIN
05728,P1,P2,ITA
05731,P7,P6,GER
05732,P1,P2,TUR
05733,P4,P1,KOR
05734,P8,P7,KOR
05735,P6,P5,TEL
05736,P9,P0,TUR
05737,P7,P6,KOR
05738,P6,P5,SPA
05739,P6,P5,TUR
05740,P1,P2,ITA
05741,P9,P0,HIN
05742,P2,P3,GER
05743,P1,P2,SPA
05744,P3,P4,GER
05745,P8,P7,SPA
05746,P8,P7,KOR
05747,P3,P4,HIN
05748,P6,P5,JPN
05750,P9,P0,ARA
05751,P2,P3,TEL
05752,P3,P4,JPN
05754,P4,P1,FRE
05756,P2,P3,KOR
05757,P2,P3,HIN
05758,P6,P5,CHI
05759,P6,P5,JPN
05760,P2,P3,FRE
05762,P4,P1,TEL
05763,P9,P0,GER
05764,P7,P6,GER
05765,P7,P6,JPN
05766,P3,P4,CHI
05768,P2,P3,TUR
05769,P3,P4,TEL
05770,P8,P7,TEL
05772,P9,P0,ARA
05773,P6,P5,KOR
05774,P2,P3,JPN
05775,P6,P5,TEL
05776,P6,P5,ITA
05777,P6,P5,JPN
05778,P1,P2,ITA
05779,P1,P2,TUR
05780,P1,P2,TEL
05781,P8,P7,HIN
05782,P8,P7,HIN
05783,P8,P7,ITA
05784,P4,P1,ARA
05785,P4,P1,CHI
05786,P9,P0,HIN
05787,P7,P6,JPN
05788,P7,P6,ITA
05790,P8,P7,ITA
05791,P6,P5,FRE
05792,P4,P1,SPA
05794,P3,P4,ITA
05795,P9,P0,TUR
05796,P6,P5,TEL
05798,P6,P5,TEL
05799,P6,P5,TUR
05800,P2,P3,JPN
05801,P6,P5,KOR
05802,P8,P7,CHI
05803,P7,P6,CHI
05804,P8,P7,JPN
05805,P8,P7,SPA
05806,P3,P4,ITA
05807,P2,P3,KOR
05810,P8,P7,FRE
05811,P7,P6,SPA
05812,P8,P7,GER
05813,P3,P4,FRE
05814,P1,P2,ARA
05817,P6,P5,ITA
05818,P9,P0,GER
05819,P1,P2,ARA
05820,P3,P4,TEL
05821,P6,P5,JPN
05822,P3,P4,SPA
05823,P6,P5,HIN
05824,P3,P4,TUR
05825,P4,P1,ARA
05826,P2,P3,HIN
05827,P1,P2,HIN
05828,P2,P3,GER
05829,P6,P5,FRE
05830,P2,P3,ITA
05831,P6,P5,ITA
05832,P7,P6,CHI
05833,P1,P2,TEL
05834,P6,P5,CHI
05836,P1,P2,TUR
05837,P8,P7,JPN
05838,P7,P6,ITA
05839,P6,P5,TUR
05840,P2,P3,ARA
05842,P9,P0,JPN
05843,P7,P6,CHI
05844,P2,P3,ITA
05845,P4,P1,ARA
05847,P7,P6,FRE
05848,P4,P1,TUR
05850,P4,P1,KOR
05851,P6,P5,TUR
05852,P1,P2,CHI
05853,P8,P7,FRE
05855,P7,P6,TUR
05856,P2,P3,ITA
05858,P4,P1,GER
05859,P3,P4,CHI
05860,P6,P5,CHI
05862,P6,P5,CHI
05863,P7,P6,GER
05864,P8,P7,KOR
05866,P2,P3,CHI
05868,P8,P7,GER
05869,P7,P6,HIN
05870,P6,P5,TEL
05873,P3,P4,JPN
05874,P9,P0,CHI
05875,P7,P6,TUR
05876,P3,P4,TUR
05877,P4,P1,SPA
05878,P9,P0,ITA
05880,P6,P5,FRE
05881,P3,P4,KOR
05882,P9,P0,TUR
05883,P7,P6,HIN
05885,P9,P0,JPN
05886,P6,P5,ITA
